-------------------------------------------------------------------------
data          czas      rozmiar  plik              opis
2017-03-24    23:59       50 kB  CAS001.txt        CASPAR Akcji Polskich Kat. A
2017-03-24    23:59       50 kB  CAS002.txt        CASPAR Akcji Europejskich Kat. A
2017-03-24    23:59       47 kB  CAS003.txt        CASPAR Akcji Tureckich Kat. A
2017-03-24    23:59       50 kB  CAS005.txt        CASPAR Ochrony Kapitalu Kat. A
2017-03-24    23:59       14 kB  CAS006.txt        CASPAR Globalny Kat. S
2017-03-24    23:59       28 kB  CAS902.txt        CASPAR Akcji Europejskich Kat. S
2017-03-24    23:59      208 kB  ING001.txt        NN Akcji            
2017-03-24    23:59      207 kB  ING002.txt        NN Zrownowazony     
2017-03-24    23:59      187 kB  ING003.txt        NN Stabilnego Wzrostu
2017-03-24    23:59      203 kB  ING004.txt        NN Gotowkowy        
2017-03-24    23:59      203 kB  ING005.txt        NN Obligacji        
2017-03-24    23:59      113 kB  ING006.txt        NN Srednich i Malych Spolek
2017-03-24    23:59      100 kB  ING022.txt        NN Akcji Srodkowoeuropejskich
2017-03-24    23:59      100 kB  ING024.txt        NN Lokacyjny Plus   
2017-03-24    23:59       82 kB  ING025.txt        NN Globalny Spolek Dywidendowych
2017-03-24    23:59       82 kB  ING026.txt        NN Spolek Dywidendowych USA
2017-03-24    23:59       81 kB  ING027.txt        NN Europejski Spolek Dywidendowych
2017-03-24    23:59       80 kB  ING033.txt        NN Japonia          
2017-03-24    23:59       81 kB  ING034.txt        NN Nowej Azji       
2017-03-24    23:59       78 kB  ING035.txt        NN Spolek Dywidendowych Rynkow Wschodzacych
2017-03-24    23:59       76 kB  ING036.txt        NN Ameryki Lacinskiej
2017-03-24    23:59       82 kB  ING038.txt        NN Globalny Dlugu Korporacyjnego
2017-03-24    23:59       74 kB  ING042.txt        NN Dynamiczny Globalnej Alokacji
2017-03-24    23:59       65 kB  ING043.txt        NN Depozytowy       
2017-03-24    23:59       57 kB  ING044.txt        NN Obligacji Rynkow Wschodzacych (Waluta Lokalna)
2017-03-24    23:59       50 kB  ING051.txt        NN Obligacyjny Globalnej Alokacji
2017-03-24    23:59       35 kB  ING052.txt        NN Stabilny Globalnej Alokacji
2017-03-24    23:59       76 kB  IPO054.txt        IPOPEMA m-INDEKS kat. A
2017-03-24    23:59       60 kB  IPO062.txt        IPOPEMA Akcji kat. A
2017-03-24    23:59       60 kB  IPO063.txt        IPOPEMA Makro Alokacji kat. A
2017-03-24    23:59       60 kB  IPO064.txt        IPOPEMA Obligacji kat. A
2017-03-24    23:59       49 kB  IPO082.txt        IPOPEMA Gotowkowy kat. A
2017-03-24    23:59       46 kB  IPO083.txt        IPOPEMA MiS Spolek kat. A
2017-03-24    23:59       40 kB  IPO084.txt        IPOPEMA Short Equity kat. A
2017-03-24    23:59       17 kB  IPO099.txt        IPOPEMA Globalnych Megatrendow kat. A
2017-03-24    23:59       21 kB  IPO145.txt        IPOPEMA Dluzny kat. A
2017-03-24    23:59       21 kB  IPO945.txt        IPOPEMA Dluzny kat. B
2017-03-24    23:59       73 kB  IPO954.txt        IPOPEMA m-INDEKS kat. B
2017-03-24    23:59       57 kB  IPO962.txt        IPOPEMA Akcji kat. B
2017-03-24    23:59       58 kB  IPO963.txt        IPOPEMA Makro Alokacji kat. B
2017-03-24    23:59       60 kB  IPO964.txt        IPOPEMA Obligacji kat. B
2017-03-24    23:59       49 kB  IPO982.txt        IPOPEMA Gotowkowy kat. B
